Watchlist,,,,,,,,,,,,,,,,,,,,,,,,,,Holiday Calender Data,,,,,Stock Market Trading and Investment Quotes,,,Lot Size,,,
"""NSE All Stock"" List",,"""NSE Cash"" List",,"""Nifty Indices"" List",,"""Nifty50""
Stocks List",,"""Futures""
Stocks List",,"""Nifty 500"" List",,"""Nifty 500
Multicap
50:25:25"" List",,"""All ETFs"" List",,"""Gold ETFs"" List",,"""Silver ETFs"" List",,"""My Favourite""
Watchlist-1",,"""My Holdings""
Watchlist-2",,"""Penny Stocks""
Watchlist-3",,Status (2026),Date,Day,Occasion,,Quotation,Author,,Symbol,Jul-26,Aug-26,Sep-26
ORCHASP,,CYIENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AROGRANITE,,MBAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AVONMORE,,MSTCLTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BASF,,CYIENTDLM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LINC,,SOTL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GROWWCHEM,,RAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNIINFO,,HALDYNGL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FLUOROCHEM,,BAJAJHIND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIS,,URJA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POLYPLEX,,GOYALALUM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FINPIPE,,RADIOCITY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMANTA,,MANYAVAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MENNPIS,,PARACABLES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VARDHACRLC,,VHLTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRAXIS,,AMDIND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAHARCAP,,SRTL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLENMARK,,TGBHOTELS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KSCL,,GLENMARK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MBAPL,,AFFLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARROWGREEN,,BIKAJI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSTCLTD,,AARON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CYIENTDLM,,KCPSUGIND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOTL,,PATINTLOG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LIKHITHA,,INDOUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HALDYNGL,,GLOTTIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAURASHCEM,,CERA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
URJA,,KDDL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GOYALALUM,,KSCL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONESOURCE,,ONESOURCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMUDHRA,,3BBLACKBIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JASH,,KRISHANA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VHLTD,,RITES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JAMNAAUTO,,ANDHRSUGAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMDIND,,BROOKS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRTL,,CLEANMAX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TGBHOTELS,,LOKESHMACH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUYOG,,WINSOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHRINGARMS,,PITTIENG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCODATUBES,,MEIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AARON,,CHEMPLASTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KCPSUGIND,,DYNAMATECH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PATINTLOG,,TTKPRESTIG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIFTYCHEMICALS,,NRBBEARING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CNXREALTY,,VIYASH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KARURVYSYA,,RICOAUTO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INDOUS,,TATAELXSI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GEOJITFSL,,BUILDPRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CERA,,JAMNAAUTO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KRISHANA,,CURAA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STARHEALTH,,BCPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIYASH,,EMAMILTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCAVENUE,,FINPIPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MANKIND,,SHALPAINTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EIDPARRY,,MANORAMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DATAMATICS,,KARURVYSYA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POWERICA,,DAICHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BROOKS,,TRF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDSL,,BAJEL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOKESHMACH,,SJVN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RITES,,NETWORK18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMICAL,,LPDC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WINSOME,,PAUSHAKLTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TIINDIA,,CENTENKA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NEPHROPLUS,,ONWARDTEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MEIL,,CCAVENUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VENKEYS,,PNBHOUSING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIKAJI,,KCP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SONACOMS,,ECOSMOBLTY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EIHOTEL,,CARYSIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JAICORPLTD,,PARAGMILK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RICOAUTO,,INDOSTAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIDCAP,,ROTO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GOODLUCK,,CDSL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THEINVEST,,EMUDHRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CURAA,,SHRINGARMS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCPL,,NESCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LICNMID100,,GMBREW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLOTTIS,,CGPOWER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TTML,,SONACOMS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLPAL,,TI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MANORAMA,,SURAKSHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHALPAINTS,,RKSWAMY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TATAELXSI,,SHRIRAMPPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAICHI,,AARTIIND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRF,,MARKOLINES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LPDC,,PARADEEP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KDDL,,PATELENG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CENTENKA,,TCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMAMILTD,,HEALTHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTERNET,,TIRUMALCHM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMPLASTS,,GICL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KCP,,SBC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECOSMOBLTY,,TRACXN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MFSL,,KFINTECH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SJVN,,INSECTICID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROTO,,TORNTPHARM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KWIL,,GANGESSECU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AEQUS,,ALKEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBTC,,SUMMITSEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PNBHOUSING,,GLOSTERLTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHARDACROP,,BAJAJST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SURYODAY,,RSYSTEMS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHRIRAMPPS,,ZUARI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSECTICID,,GINNIFILA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GUJALKALI,,DIXON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NRBBEARING,,AUTOAXLES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GENUSPOWER,,MFSL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PARADEEP,,GENUSPAPER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BHARATGEAR,,FLEXITUFF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GROWWSC250,,TIINDIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MKPL,,HAVELLS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GMBREW,,MARALOVER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOTILALOFS,,TTML,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KFINTECH,,BBTC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAUSHAKLTD,,MOTILALOFS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TCC,,ARROWGREEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EIHAHOTELS,,RAMRAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HEALTHX,,JKTYRE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TIRUMALCHM,,METROGLOBL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARKOLINES,,MSPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GICL,,EQUIPPP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SBC,,SHEKHAWATI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRACXN,,MAXHEALTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOCAPITAL,,DATAMATICS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DIXON,,GOCOLORS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TI,,SATIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GANGESSECU,,BVCL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RAJESHEXPO,,VISHWARAJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DYNAMATECH,,VENKEYS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUMMITSEC,,ETERNAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLOSTERLTD,,SURYODAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELGIEQUIP,,SAGARDEEP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAJAJST,,HONAUT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RSYSTEMS,,TATACHEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GINNIFILA,,NEPHROPLUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PATELENG,,GROWW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TORNTPHARM,,EUROBOND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AUTOAXLES,,AVAILFC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ETERNAL,,AMBALALSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GROWWMC150,,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FLEXITUFF,,GVPTECH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TATACHEM,,ADANIGREEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SURAJEST,,QUADFUTURE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PARAGMILK,,BCONCEPTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARALOVER,,BIRLAMONEY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECAPINSURE,,MAFATIND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IKS,,MOLDTECH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NESCO,,AEROENTER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HARIOMPIPE,,KRITI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAMPUS,,DISAQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
METROGLOBL,,TSFINV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQUIPPP,,AEQUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHEKHAWATI,,SHIVATEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALKEM,,XTGLOBAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ICRA,,ADOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CGPOWER,,PACEDIGITK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GOCOLORS,,ITCHOTELS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCXINDIA,,SARVESHWAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INDOSTAR,,SHYAMMETL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BVCL,,GUJALKALI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RADIANTCMS,,TCIEXP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VISHWARAJ,,HERITGFOOD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TSFINV,,NAHARINDUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HAVELLS,,UNICHEMLAB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUROBOND,,HARIOMPIPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NETWORK18,,NKIND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATL,,SBGLP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANUP,,AVALON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCONCEPTS,,ELGIEQUIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VAIBHAVGBL,,KALAMANDIR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIRLAMONEY,,OCCLLTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOLDTECH,,GREENPOWER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZUARI,,INDOWIND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHIVATEX,,EXCELINDUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PACEDIGITK,,ARE&M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XTGLOBAL,,INDHOTEL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HONAUT,,GENUSPOWER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZOTA,,VAIBHAVGBL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADOR,,HARDWYN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANDHAR,,TRENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GENESYS,,ELLEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GROWW,,PODDARMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SARVESHWAR,,BELRISE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIFTYMIDLIQ15,,ARKADE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TCIEXP,,HILTON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JKTYRE,,POWERINDIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HERITGFOOD,,SHARDACROP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAHARINDUS,,CONCOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KALAMANDIR,,KEYFINSERV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEAMLEASE,,SAPPHIRE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAXHEALTH,,MVGJL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONCOR,,ADVANIHOTR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AARTIIND,,ATALREAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONWARDTEC,,SAMPANN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NKIND,,COMPUSOFT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SBGLP,,ASHAPURMIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SMALLADD,,OSWALPUMPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHYAMMETL,,DCXINDIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QUADFUTURE,,TVTODAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OCCLLTD,,SMLT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SMALLCAP,,BPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GREENPOWER,,PROZONER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INDOWIND,,SUTLEJTEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HARDWYN,,KOHINOOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONELIFECAP,,ICRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADANIGREEN,,ANUP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PODDARMENT,,TEAMLEASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARKADE,,MGL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HILTON,,CAPACITE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIFTYCAPITALMKT,,SILVERTUC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SENCO,,SCODATUBES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACMESOLAR,,THEMISMED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THOMASCOTT,,BASF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KEYFINSERV,,PNB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAPPHIRE,,ATLASCYCLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MUTHOOTMF,,JAYSREETEA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MVGJL,,SALSTEEL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PNB,,ELANTAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GATEWAY,,SUYOG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAMPANN,,SWELECTES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARE&M,,MODIRUBBER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSWALPUMPS,,SHOPERSTOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DJML,,RAJTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SMLT,,IKS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BPL,,RIIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUTLEJTEX,,AURIONPRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAPACITE,,SHILPAMED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SILVERTUC,,GCSL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABFRL,,SENCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOSMALL250,,SURAJEST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GENUSPAPER,,OMAXAUTO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRENT,,RTNPOWER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MGL,,EFCIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARSSBL,,ABFRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATLASCYCLE,,GATEWAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JAYSREETEA,,BCLIND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SALSTEEL,,WESTLIFE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCMSRIND,,UTLSOLAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELANTAS,,RGL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUBROS,,DCMSRIND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWELECTES,,BIRLAPREC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEMBO,,BLUECHIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAJEL,,RAMCOCEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MODIRUBBER,,SUBROS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDBL,,NRAIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHREEJISPG,,AEGISVOPAK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHOPERSTOP,,GANESHCP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BELRISE,,KARMAENG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AEGISVOPAK,,BANG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YATRA,,PGHL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LYKALABS,,JPOLYINVST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QUAL30IETF,,TNPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GROWWCAPM,,TOLINS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RIIL,,ACL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCSL,,NESTLEIND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INDOTHAI,,SHAKTIPUMP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OMAXAUTO,,GENESYS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ITCHOTELS,,MANOMAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GVPTECH,,KRITINUT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PGHL,,SOLARA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHAKTIPUMP,,SHREEJISPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THEMISMED,,MOTHERSON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRINDWELL,,MGEL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RAMCOCEM,,SUBEXLTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AURIONPRO,,POKARNA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EFCIL,,ACMESOLAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGL,,REFEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIRLAPREC,,SELMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BLUECHIP,,INDGN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASHAPURMIN,,PREMCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
